Attribute count,Role,Background,Facetats,Eyes,Eyes Items,Form,Hats,Mouth,Hair,Neck,Hand with Items,Upper Part,Random Things,Ears,Nose,Genesis Role?,Companions,Beard,Coats,Bg Feature,mint,rank
12,Artist,Hippie 3,None,Blue,Blue Flash Eye,Light Blonde,Blue Beret,Puffin,None,None,Graffiti Spray Can Red Top Light Blonde Fur,Just Smoke It Tee,None,Golden Earring,Nose Piercing,Yes,None,None,None,None,5vGAzCWPitzrskrtk7PdwpdmdiAErbidPYkoUZ935L2t,824
13,Businessman,Green Smoke,None,Red,Big Solana Glasses,Light Brown,Red Beret,Grinding,Long Wavy Light Brown,None,Business Lighter Light Brown Fur,Beige Business Suit With Tie,None,Golden Earring,Nose Piercing,Yes,None,None,None,None,8uK8Ax9Yt1tAZkzkU5u4B2UpSmZxgcniVxjRWtdvBFXU,825
11,Chimpion,Lightbrown,None,Angry,None,Leopard,None,Smoking Joint,Long Wavy Leo,Hippie Necklace,Pink Donut Leo Fur,Just Hit It Hoodie,None,Golden Earring,None,None,None,Full Light Beard,None,None,5M3Qd6cur2LGvHJYLKZSUf3FQKsFoEso9QCPCZX9375E,826
12,Scientist,Matrix,Always Stoned,Awake Green,Green John Lennon Glasses,Light Brown,Solana Astro Helmet,Sad,Long Wavy Light Brown,Weed Chain,Metal Controller Light Brown Fur,Green Shirt,None,None,None,None,None,None,None,None,Biru4C62HygamE1Y9CpX1JR3SYTss9VpoM6pmwkXabzq,827
10,Chimpion,Lightpink,None,Red,None,Dark Blonde,None,Eating Pizza,Yellow Beanie Dark Blonde Fur,Necklace,None,Blue Legalize Hoodie,Questionmark,None,None,None,Green Parrot,None,None,None,HuyoG7QdTtjJTDm6JsjQkQerjnVVMsv7X2zhTWktc9hk,828
12,Artist,Space 2,None,Red,Red John Lennon Glasses,Rainbow,Solana Pothat,Grinding,Long Wavy Rainbow,None,Graffiti Spray Can Red Top Rainbow Fur,Leo Hippie Top,Abstract Canvas,None,None,Yes,None,None,None,None,DLBcrU5SVYSpekNybAFEAaC2KR7bkaUyVWAxCiZ1FHcW,829
11,Businessman,Violet,None,Angry,Green Glasses,Choc Brown,Red Hairband,Rainbow Teeth,Facon Style Chocbrown,None,Joint Chocbrown Fur,Green Business Suit With Tie,None,None,None,Yes,None,None,None,None,4phJGLNErpb8yz4iJMFvMUiLEs8wLtw5hY5QWnNKEoRg,830
12,Businessman,Lightbrown,None,Black,None,Red Gradient,Red Hairband,Eating Pizza,Facon Style Red,None,Grey Controller Red Fur,Green Business Suit With Tie,None,Golden Earring,None,Yes,Blue Parrot,None,None,None,5ggNowqJDBsCbHXv2edmkuRzfe7oM4GecViMq23DLDqo,831
11,Farmer,Green Smoke,None,Black,Red Weed Glasses,Red Gradient,None,Gold Teeth,Smooth Long Red,None,Grey Controller Red Fur,Hawaiian Shirt,None,None,Nose Piercing,None,None,Blonde Moustache,None,None,BR4c5KGxRcPDW9m2pMmPfzRcUDTYobsmrEdWcNTbGdnS,832
13,Farmer,Green Gradient,Tiny Sac,Awake Black,None,Light Brown,Leaves In Hair,Banana Joint,Long Wavy Light Brown,None,Brownie Light Brown Fur,Brown Farmer Overall,None,None,Nose Piercing,Yes,None,Full Light Beard,None,None,5ZLxDytUc8WLcuNHS5XjUgqJwn5NWMAsyuxQX7dveuhH,833
10,Artist,Light Solana Gradient,None,Red,Blue Flash Eye,Light Blonde,Grey Headphones,Rainbow Teeth,None,None,Graffiti Spray Can Red Top Light Blonde Fur,Orange Poloshirt,None,None,None,Yes,None,None,None,None,CCKjCXQPbAb6Km8zViiGFEGY34SENEWsfFSAUuJ6AjgS,834
9,Chimpion,Lightbrown,None,Blue,None,Light Brown,Red Beret,Laughing,Long Wavy Light Brown,None,Green Donut Light Brown Fur,Lila Hippie Top,None,None,None,None,None,None,None,None,84hubVxqwWEDyvAN75p6LW1Hv6Y9VwQBKuc3j4bF6aBA,835
13,Farmer,Yellow,Solana,Red,Red John Lennon Glasses,Light Blonde,None,Money Joint,Backstreetboy Style Light Blonde,None,Grey Controller Light Blonde Fur,Pink Canna Jacket,Cannabis Plant,Double Piercing,None,Yes,None,None,None,None,4iJwL3SCxeTgvrSpVnoGkAtUe4aCZ5hfKb7KJKyxcP4a,836
12,Scientist,Green Smoke,None,Black,None,Choc Brown,Pothat,Puffin,None,None,Joint Chocbrown Fur,Lab Coat Atom Tie Suit,None,Golden Earring,Nose Piercing,Yes,None,Beard,None,None,NLb7yaciZD7y2PFc2yuCaKz2st5oJ2u9vAYuju1erj8,837
11,Scientist,Solana,None,Blue,Bright Green Eyes,Red Gradient,None,Laughing,Backstreetboy Style Red,None,Grey Controller Red Fur,Lab Coat Jamaica Tee,None,Golden Earring,None,Yes,None,None,None,None,7Q6Q9py6u5F8hje5GWs1BGonHCKwY8PCNjR7FP7KVaec,838
11,Artist,Space 4,None,Blue,Bright Green Eyes,Light Blonde,None,Puffin,Long Wavy Light Blonde,None,Brownie Light Blonde Fur,Just Smoke It Tee,Questionmark,None,Nose Piercing,None,None,None,None,None,ABp6v2JUzNCtnBmGx21TLBJnHd59tvYtbpwVxW6rPcKm,839
10,Businessman,Blue,Tiny Sac,Angry,None,Light Blonde,Pink Hippie Hairband,Open,Facon Style Light Blonde,None,Poker Cards Light Blonde Fur,Blue Hodl Hoodie,None,None,None,None,None,None,None,None,6t1BqWeMPQ9fuooEkHiBzckTpQPdiF6XrMnShKfUaFSV,840
10,Farmer,Light Solana Gradient,None,Black,None,Light Blonde,None,Open,Smooth Long Light Blonde,None,Farmer Scissors Light Blonde Fur,Green Farmer Small Checkered,Cannabis Plant,None,None,Yes,None,None,None,None,AA9D3X61AYGfQhrbADFhdwmSr3tWzPp4nQTYHhkbFdr1,841
8,Chimpion,Hippie 3,None,Angry,None,Rainbow,None,Biting,Blue Beanie Rainbow Fur,None,Banana Pipe Rainbow Fur,Green Poloshirt,None,None,None,None,None,None,None,None,5wogx3H1dejbUDo16MVi5BjLoYm7RJEUm9p4AABNtrdd,842
11,Businessman,Glass Pastel,None,Red,420 Googles,Rainbow,None,Eating Pizza,Smooth Long Rainbow,None,Banana Pipe Rainbow Fur,Brown Business Suit With Bow Tie & Hat,Pin On Suit,None,None,Yes,None,None,None,None,4gSVVu7AqmTw3QzoHxbXp14KAQqZAtnBNnmXxsDYWVCq,843
13,Farmer,Glass Pastel,None,Black,Green Glasses,Light Brown,None,Puffin,Long Wavy Light Brown,Necklace,Watering Can Light Brown Fur,Green Poloshirt,Cannabis Plant,Golden Earring,None,Yes,None,None,None,None,BwMMQdjdfusKdcHaYbTSghmi2Sscfmhf3eahv5P1p1ka,844
10,Scientist,Matrix,None,Awake Black,Green Laser,Choc Brown,None,Banana Joint,None,Hippie Necklace,Brownie Chocbrown Fur,Pink Canna Jacket,None,None,None,None,None,None,Solana Trenchcoat,None,8SumRaueQf4Jdy4VvwfeDnLhPZyiEQBEYPbwXvCSZs2b,845
13,Chimpion,Space 3,Solana,Angry,Gold Monocle,Rainbow,Pothat,Smoking Joint,Smooth Long Rainbow,None,Grey Controller Rainbow Fur,Green Funky Tee,None,None,Nose Piercing,None,None,None,Green Trenchcoat,None,JCX9uD2AZdQqR5SPEeXrZQTEHBZGLLSB4th9jZB3WSDb,846
12,Scientist,Hippie 3,None,Angry,Robo Eyes,Red Gradient,Blue Astro Helmet,Rainbow Teeth,None,Necklace,Poker Cards Red Fur,Lab Coat Red Tee,Sciece Bong,None,None,Yes,None,None,None,None,2qTuURfEMzfWf97LgtuP9CxnVhTZNzFDpr3Ycd9Mu4CT,847
13,Artist,Space 3,None,Angry,Gold Monocle,Light Brown,Samo Hairband,Eating Fries,Facon Style Light Brown,Weed Chain,Grey Controller Light Brown Fur,Yellow Poloshirt With Color Splashes,Abstract Canvas,None,None,Yes,None,None,None,None,GTPWHZKLgDsEwJsodoMqG9knQf8pNu6QxiL5m6UZxSJM,848
9,Farmer,Solana,None,Red,None,Dark Blonde,None,Open,Pink Beanie Dark Blonde Fur,None,None,Lila Hippie Top,Cannabis Plant,None,None,Yes,None,None,None,None,4DHm8ccFmoH9acaRsZxyzoV6qLEPMooZjZcn1hs7hiUV,849
11,Scientist,Lightpink,Always Stoned,Awake Black,Green Monocle,Dark Blonde,Red Beret,Gold Teeth,Long Wavy Dark Blonde,None,None,Lab Coat Darkgreen Tee,None,None,None,Yes,None,None,None,None,641RqnbH4fXFGFreQkEgNtrPyGSo2tLgodCqLXEPRhnx,850
13,Scientist,Blue,None,Awake Green,Red Weed Glasses,Light Brown,Green Beret,Eating Pizza,None,None,Joint Light Brown Fur,Lab Coat Atom Tie Suit,Sciece Bong,None,Nose Piercing,Yes,Weedy With Glasses,None,None,None,HpF5u5zSYBLBd3Jtmc71d8cFfxuERLCUSTdX1Wx8VuRF,851
9,Businessman,Brown Plain,None,Sad,None,Red Gradient,None,Laughing,Backstreetboy Style Red,None,None,Grey Business Suit With Bow Tie & Hat,None,Double Piercing,None,Yes,None,None,None,None,84euo6Z9AEnYyiQMc6M72q3WhreVX94xnVoGCPaEmdMF,852
12,Artist,Glass Pastel,Tiny Sac,Sad,None,White,None,Money Joint,Blue Beanie White Fur,None,Banana Pipe White Fur,White Hodl Tee,Abstract Canvas,Leaf Behind Ear,None,Yes,None,None,None,None,4PsYY3ehPYS9kXT93fwHYECbLiEGvyjyHFbdWHFtAXsc,853
13,Businessman,Violet,None,Red,Green Glasses,Rainbow,Brown Flat Cap,Open,Smooth Long Rainbow,None,Banana Pipe Rainbow Fur,Beige Business Suit With Tie,Pin On Suit,None,None,Yes,Weedy With Glasses,None,None,None,8gVeggbLvQTjM5uKufFMU1qxKHQSQomZUVNSUb4GCcmf,854
11,Farmer,Green Gradient,None,Red,None,Red Gradient,None,Trifecta Joint,Red Beanie,None,Watering Can,Green Funky Tee,Cannabis Plant,Golden Earring,None,Yes,None,None,None,None,48vE36Y3S5e89RU52AuDjMAaS7xvbHUmtKUyc74giny5,855
13,Farmer,Blue,None,Red,Gold Monocle,Light Blonde,Green Flat Cap,Biting,Smooth Long Light Blonde,None,Green Donut Light Blonde Fur,420 Da Vinci Tee,Questionmark,Golden Earring,Nose Piercing,None,None,None,None,None,C4CcKE9oxd99AJTn8Wtn8SnDkkBYPJHo97UvtJuQJYrK,856
9,Chimpion,Glass Pastel,None,Red,Thug Glasses,Light Blonde,Dark Grey Headphones,Open,None,None,Brownie Light Blonde Fur,Green Poloshirt,None,None,None,None,None,None,None,None,25efZpeByMafQkNrqqEsbs2JeDNRtNj5E1MMB2eDR4VP,857
11,Artist,Matrix,None,Red,Tear,Rainbow,Pothat,Laughing,Long Wavy Rainbow,None,Metal Controller Rainbow Fur,Lila Hippie Top,Questionmark,None,None,None,None,None,None,None,BNr3XpjDPYsevcPvJwSK11eFh6pj6hHa4drycogB6oCH,858
11,Farmer,Lightbrown,Tiny Sac,Awake Green,None,Red Gradient,Batik Hippie Hairband,Open,Facon Style Red,None,Poker Cards Red Fur,Red Puff Puff Hoodie,None,None,None,None,Serious Weedy,None,None,None,Fq4xDsvaSCw34562cqm6kMVpZbWK1MWzsYhVuYZeftP9,859
8,Chimpion,Lightbrown,None,Black,None,Red Gradient,None,Money Joint,Backstreetboy Style Red,None,None,Blue Legalize Hoodie,None,None,None,None,Green Parrot,None,None,None,4KuWxkimFP3Y1CAHYHbfLe2kLtmPYPrKwJ4TMw7fViQG,860
12,Scientist,Lightpink,None,Angry,None,Light Blonde,Brown Flat Cap,Open,Smooth Long Light Blonde,None,Brownie Light Blonde Fur,Lab Coat Jamaica Tee,Sciece Bong,None,None,Yes,Serious Weedy,None,None,None,DLsFpoDxG93wmNjQXj2p3kwS6qgWjxnxiSwo7haCXzTc,861
13,Scientist,Blue Gradient,Always Stoned,Red,None,Red Gradient,None,Grinding,Blue Beanie Red Fur,Weed Chain,Grey Controller Red Fur,Lab Coat Atom Tie Suit,None,Double Piercing,Nose Piercing,Yes,None,None,None,None,76stRXx48KGtqqme1S6PYvwcw4XDJAhDkp23JgNkdwtF,862
12,Farmer,Lights,None,Red,Green-orange Glasses,Choc Brown,None,Grinding,Backstreetboy Style Chocbrown,Weed Chain,Pink Donut Chocbrown Fur,Yellow Farmer Overall,None,Double Piercing,None,Yes,None,None,None,None,Btx4DhFTVUWiUt7B1GMUCyP5qPWicX2DNwADMrbmHQyn,863
12,Chimpion,Brown Plain,None,Awake Green,Thug Glasses,Light Brown,Grey Headphones,Money Joint,Long Wavy Light Brown,Weed Chain,Brownie Light Brown Fur,Sac Shirt,None,None,None,None,Weedy With Glasses,None,None,None,9bojtWKENH1KMDgKy7dMxTnnXrNcDdb1BUjfitz3kQfY,864
11,Farmer,Light Solana Gradient,None,Red,Green-orange Glasses,Rainbow,Green Flat Cap,Money Joint,Smooth Long Rainbow,None,Watering Can Rainbow Fur,Yellow Poloshirt,None,None,None,Yes,None,None,None,None,6ZfPXCjxUQCwRwdaBY7MtYALhNVrA1XJUxLWRk64qbfB,865
9,Chimpion,Brown Plain,None,Awake Green,None,Light Brown,None,Trifecta Joint,Blue Beanie Light Brown Fur,Hippie Necklace,Banana Pipe Light Brown Fur,Green Shirt,None,None,None,None,None,None,None,None,GK86m7B52r3177TYsSwww7ZqW4cBvX9gYf87S2uYTX6a,866
12,Chimpion,Lightpink,None,Angry,Red John Lennon Glasses,Dark Blonde,Pothat,Rainbow Teeth,Long Wavy Dark Blonde,None,None,Hawaiian Shirt,None,Golden Earring,Nose Piercing,None,None,Brown French Moustache,None,None,BPucr2nsPi8F5dsV6PLi66y4NJVYzzHurRxRci3poazg,867
12,Farmer,Blue,None,Blue,Solana Weed Glasses,Rainbow,Dark Grey Headphones,Rainbow Teeth,Long Wavy Rainbow,None,Farmer Scissors Rainbow Fur,Hawaiian Shirt,None,None,Nose Piercing,Yes,None,None,None,None,BGsj92c9zHnxxBqR2Q7J8mhr8T5HeuwLjtXPrGNfUAYR,868
11,Businessman,Yellow,None,Awake Green,None,Red Gradient,None,Puffin,Backstreetboy Style Red,None,Poker Cards Red Fur,Brown Business Suit With Bow Tie & Hat,Pin On Suit,None,None,Yes,Serious Weedy,None,None,None,Cf2yAojoee7t9vraS1VJ2j2eJpA5ky2KkJFnNX19ZDk,869
11,Farmer,Lightpink,Tiny Sac,Red,Big Solana Glasses,Rainbow,None,Smoking Joint,Smooth Long Rainbow,None,Watering Can Rainbow Fur,Green Farmer Big Checkered,None,None,None,Yes,None,None,None,None,FCJB9xXHhW12Uaq2WT3ULh3y7n7wb2m9b1mWZ6nkPv53,870
14,Farmer,Yellow,None,Black,Tear,Light Blonde,Blue Beret,Biting,Long Wavy Light Blonde,Hippie Necklace,Farmer Scissors Light Blonde Fur,Green Farmer Big Checkered,Questionmark,Golden Earring,None,Yes,None,None,None,None,2BDKbfFNzHeMAAZCdJnFcKokxzBnDPEx4s7yBio8LJSn,871
9,Chimpion,Light Solana Gradient,None,Red,Solana Weed Glasses,Light Blonde,None,Money Joint,Yellow Beanie Light Blonde Fur,None,Joint Light Blonde Fur,Weed Shirt,None,None,None,None,None,None,None,None,98wEWGQ9T42cHG3ejhAX3ukaoNTNFwKLX4DVSZ69crxz,872
12,Farmer,Lightbrown,None,Red,None,White,Green Beret,Puffin,Long Wavy White,Necklace,Farmer Scissors White Fur,Weed Shirt,None,None,None,Yes,Weedy With Glasses,None,None,None,96w6QVg8HFho6Pyx9NAWZKWLYSuL4xeVxLAsZ5mLZvFb,873
11,Chimpion,Hippie 2,None,Angry,Big Solana Glasses,Choc Brown,Banana Hairband,Angry Mouth,Facon Style Chocbrown,None,Joint Chocbrown Fur,Green Poloshirt,None,Golden Earring,None,None,None,None,None,None,AjHrikgRBvbha2hzGAZaMvaAtKBMTVBiVrUGR7JK5fJz,874
12,Farmer,Hippie 3,Tiny Sac,Red,None,Light Blonde,None,Banana Joint,Backstreetboy Style Light Blonde,None,Farmer Scissors Light Blonde Fur,Red Puff Puff Hoodie,Cannabis Plant,Golden Earring,None,Yes,None,None,None,None,AkZb3L1kJAirDemWYPrz3Wnw14EfBr4fVmo57LvVKXtm,875
12,Chimpion,Light Solana Gradient,None,Red,Bright Bue Eyes,White,Leaves In Hair,Puffin,Long Wavy White,Necklace,Banana Pipe White Fur,Blue Hodl Hoodie,None,None,None,None,Happy Weedy,None,None,None,JzWe3FzJ5YnEbrtQqHDGu41oLfLiySrGdShQsQu2aL1,876
10,Businessman,Yellow,None,Sad,Green-orange Glasses,Light Brown,None,Trifecta Joint,Blue Beanie Light Brown Fur,None,Banana Pipe Light Brown Fur,Yellow Poloshirt,None,None,Nose Piercing,None,None,None,None,None,96Yv18mMnsf1DkuBXVS2Xi2ua99SE6DHCe2N2rkgyyaa,877
11,Farmer,Blue Gradient,Always Stoned,Angry,Green Monocle,Dark Blonde,Blue Beret,Banana Joint,Long Wavy Dark Blonde,None,None,Blue Farmer Overall,None,None,None,Yes,None,None,None,None,9HkPLcwX4Nhx3EkP8VEBTh2dziyj9oD6g1yHQp49GRgV,878
12,Artist,Space 1,None,Awake Black,Green Hipster Glasses,Light Brown,None,Money Joint,Pink Beanie Light Brown Fur,None,None,Violet Canna Jacket,Abstract Canvas,None,None,Yes,Happy Weedy,Full Light Beard,None,None,FBvFvFB82yLrRXRXYCf8yGPaCGgyU34g2bCPMuNNRjje,879
9,Artist,Violet,None,Blue,Green-orange Glasses,Dark Blonde,None,Grinding,Pink Beanie Dark Blonde Fur,None,None,White Hodl Tee,None,None,None,None,Green Parrot,None,None,None,68zvEnaeEcD5ZbNp83k56z5T9upPq4dvZkzNaPtpRGDa,880
8,Chimpion,Space 1,None,Black,None,Leopard,Orange Pothat,Laughing,None,None,Poker Cards Leo Fur,Blue Legalize Hoodie,None,None,None,None,None,None,None,None,DJeLTcFMW1nnwf3r8dGbrbrQLG4mzePJQz7joUDhBU9d,881
11,Chimpion,Lights,None,Red,None,Red Gradient,Brown Flat Cap,Trifecta Joint,Smooth Long Red,Hippie Necklace,Poker Cards Red Fur,Sac Shirt,None,None,None,None,Serious Weedy,None,None,None,EcPKxq8rkNWPEt2WAsZELSmMEotJonhYXCZ4gXe81eMf,882
12,Businessman,Space 3,None,Red,None,Red Gradient,None,Grinding,Smooth Long Red,None,Banana Pipe Red Fur,Brown Business Suit With Bow Tie & Hat,Pin On Suit,Double Piercing,Nose Piercing,Yes,None,None,None,None,49iYzRNN6wxb4t9cwGR4KubDKYaaam6rq2QtutQZdbkG,883
12,Farmer,Lightbrown,Tiny Sac,Blue,Flashing Eyes,Light Brown,Weed Hairband,Eating Pizza,Facon Style Light Brown,None,Farmer Scissors Light Brown Fur,Hawaiian Shirt,None,None,None,Yes,None,None,None,None,4RPev82csfH7nwnH9mpVwdky4Kg4Upf2tDWbQsQHmbnE,884
11,Farmer,Yellow,None,Sad,None,Dark Blonde,Batik Hippie Hairband,Banana Joint,Facon Style Dark Blonde,None,None,Blue Hodl Hoodie,Cannabis Plant,Double Piercing,None,Yes,None,None,None,None,73Lm9U85ZNb4BQZcDvfhohsb6K1P5BTRhvcuBSdQnd3g,885
11,Farmer,Space 1,Solana,Black,None,Light Brown,Grey Headphones,Rainbow Teeth,Smooth Long Light Brown,None,Farmer Scissors Light Brown Fur,Brown Farmer Overall,None,None,None,Yes,None,None,None,None,Gja4vMFmyp6hgDCesDZ2RbnT17WWGsXumdS74t2MEJmt,886
11,Scientist,Lightpink,None,Sad,Green Glasses,Light Brown,None,Banana Joint,None,None,Brownie Light Brown Fur,Lab Coat Green Tee,Sciece Bong,Double Piercing,None,Yes,None,None,None,None,E5G9XqughWRMSZ8j2ZfDVkdXioFt5U8wqMhobDXgp1xM,887
12,Businessman,Brown Plain,None,Red,Tear,Red Gradient,Banana Hairband,Grinding,Facon Style Red,None,Banana Pipe Red Fur,Pink Canna Jacket,None,Double Piercing,Nose Piercing,None,None,None,None,None,4sCSBqWqzozi9uXe1MGRcdipcuGvrWEJHWeZZsih8WYL,888
11,Farmer,Blue Gradient,None,Awake Black,None,White,Pothat,Eating Fries,Long Wavy White,None,Watering Can White Fur,Green Farmer Small Checkered,None,Double Piercing,None,Yes,None,None,None,None,F4eFeS4epAypFAho5RfL7DtHqN8f2rDFzTXQaPCrVMtT,889
12,Chimpion,Violet,Solana,Blue,Green Hipster Glasses,Rainbow,None,Eating Pizza,Yellow Beanie Rainbow Fur,Weed Chain,Brownie Rainbow Fur,Green Funky Tee,Questionmark,None,None,None,None,None,None,None,72f31iE7imKYPaByPqYiyhhNQ6yiPL2uPR5Erb1m4HRv,890
12,Artist,Violet,None,Awake Green,None,Red Gradient,None,Puffin,Backstreetboy Style Red,None,Grey Controller Red Fur,Green Poloshirt,Abstract Canvas,Golden Earring,None,Yes,None,Beard,None,None,7p1aHkgYTLbqSmbuxENxjoS7E5p9tPzUduhdG2RhAE5F,891
9,Chimpion,Violet,None,Red,None,Leopard,Orange Pothat,Open,Long Wavy Leo,None,Brownie Leo Fur,Red Puff Puff Hoodie,None,None,None,None,None,None,None,None,4mqrUVReSAoon4Pn3FSRPNaYk8XXsx5khWstrToLgrX2,892
12,Artist,Blue,None,Awake Black,Flashing Eyes,Red Gradient,None,Gentle Smile,Red Beanie,None,Graffiti Spray Can Red Top Red Fur,Just Smoke It Tee,Questionmark,None,None,Yes,Weedy With Glasses,None,None,None,E1mhjpBdQPQCjvttn7rnMjnjP3eockewrcdpvQoJvdZs,893
12,Businessman,Space 2,None,Red,None,Light Blonde,None,Grinding,Smooth Long Light Blonde,Weed Chain,Pink Donut Light Blonde Fur,Grey Business Suit With Bow Tie & Hat,Questionmark,None,Nose Piercing,Yes,None,None,None,None,DdwiMK3YK4AuxKT5w6XeMUatTnBsnhpeNGL3wdr4bJid,894
12,Artist,Hippie 3,None,Sad,None,Red Gradient,Weed Hairband,Grinding,Facon Style Red,Weed Chain,Graffiti Spray Can Blue Top Red Fur,420 Da Vinci Tee,Abstract Canvas,None,None,Yes,None,None,None,None,4APXSsWDhi52yYPqxw9hwvxLkL2pJmWUsD4K5n1JSAsx,895
13,Artist,Blue Gradient,None,Blue,Laser Eyes,White,None,Grinding,Long Wavy White,Weed Chain,Graffiti Spray Can Red Top White Fur,Blue Weed Shirt,None,Paintbrush Behind Ear,None,Yes,None,Full Light Beard,None,None,2PjWP5WEWM1DuTnveumg31hHNo2Db9RgBBVcJfnsvssh,896
10,Chimpion,Solana,None,Sad,Red Weed Glasses,Light Blonde,Blue Beret,Gentle Smile,None,None,Grey Controller Light Blonde Fur,Yellow Poloshirt,None,None,None,None,None,None,Green Trenchcoat,None,EU5GnaU6pzUmttf6yQ4vjdYt8dnUDdmqjnCiMWQe3kem,897
11,Farmer,Blue,Always Stoned,Awake Green,None,Dark Blonde,None,Eating Pizza,Long Wavy Dark Blonde,None,None,Orange Farmer Overall,Questionmark,None,None,Yes,Happy Weedy,None,None,None,2HUtQCAbzGXbKbpN7NAjdEe5R3fRRPmY7Usf2c4TcfTE,898
12,Farmer,Light Solana Gradient,None,Awake Black,None,Light Blonde,Green Beret,Rolled Joint,Smooth Long Light Blonde,None,Farmer Scissors Light Blonde Fur,Violet Canna Jacket,None,Double Piercing,None,Yes,None,J Beard,None,None,6JsoEmtzCK5AczzC6UPSFnaaah7oT1Faydu6EdBkWxCL,899
14,Artist,Hippie 2,None,Blue,Blue Flash Eye,White,Solana Pothat,Biting,Long Wavy White,Hippie Necklace,Poker Cards White Fur,Blue Weed Shirt,Questionmark,Golden Earring,None,None,Weedy With Glasses,None,None,None,8fjNt6q6g6L5LudELJggz7uKNJBw3hi7Wx1GG4dExEX5,900
13,Scientist,Space 2,Tiny Sac,Red,None,Red Gradient,Banana Hairband,Rainbow Teeth,Facon Style Red,None,Metal Controller Red Fur,Lab Coat Jamaica Tee,Sciece Bong,Double Piercing,None,Yes,None,None,None,None,3AqnduR9HNCgpSbqgmf6o1fy21r2unvyPWq4Y15YXN2G,901
12,Artist,Green Smoke,Tiny Sac,Angry,Solana Weed Glasses,Rainbow,None,Money Joint,Long Wavy Rainbow,None,Graffiti Spray Can Red Top Rainbow Fur,Blue Legalize Hoodie,None,Golden Earring,None,Yes,None,None,None,None,3P38EW3VrWugehpxcwJc8vFBHJtiG1ctjvFeG9uTQLZE,902
11,Scientist,Green Gradient,None,Blue,None,Light Blonde,None,Eating Fries,Red Beanie Light Blonde Fur,None,Joint Light Blonde Fur,Lab Coat Jamaica Tee,Sciece Bong,None,Nose Piercing,Yes,None,None,None,None,5wJXNvy12wTk2Ge7RkgwvLDeRR4NvyPxJXVkJK6zkhMq,903
12,Artist,Lights,Always Stoned,Red,Green John Lennon Glasses,Light Blonde,Samo Hairband,Eating Pizza,Facon Style Light Blonde,None,Graffiti Spray Can Blue Top Light Blonde Fur,Pink Canna Jacket,None,None,None,Yes,None,None,None,None,36AVLSDAJTj9X2C8CUoZZJ8urD52bB6v5Ub1FH4wDb2n,904
11,Artist,Space 2,None,Black,Green Hipster Glasses,Leopard,None,Puffin,None,Hippie Necklace,Joint Leo Fur,Just Smoke It Tee,Questionmark,Double Piercing,None,None,None,None,None,None,CBm4dhzK7XKCw8TAbutAJL3hMx79QWwfVwmgFyVtDDTD,905
12,Artist,Lightpink,None,Sad,Green Hipster Glasses,Rainbow,None,Rainbow Teeth,Blue Beanie Rainbow Fur,Hippie Necklace,Pink Donut Rainbow Fur,Yellow Poloshirt,Abstract Canvas,None,None,Yes,None,None,None,None,GPxfJM4fQ4CrRD4UyaWP5wRBgiVJRnwaiaHx5xG9GdhM,906
11,Artist,Glass Pastel,None,Blue,None,Light Blonde,None,Grinding,Long Wavy Light Blonde,None,Graffiti Spray Can Blue Top Light Blonde Fur,Red Puff Puff Hoodie,Abstract Canvas,None,None,Yes,Green Parrot,None,None,None,9aGeiNvo6HMcmoJ1KewgYasVCT4JcGeEKJJkGnKvRV7n,907
12,Scientist,Space 3,None,Awake Black,Tear,Dark Blonde,Pothat,Biting,Smooth Long Dark Blonde,None,None,Lab Coat Green Tee,Sciece Bong,Golden Earring,None,Yes,None,None,None,None,9zgWQzJZvfsTc3oW1hNVkb2xGggZtz2SVrCe61WjdY8p,908
13,Artist,Brown Plain,None,Blue,Laser Eyes,Red Gradient,Pothat,Puffin,Smooth Long Red,None,Graffiti Spray Can Blue Top Red Fur,Blue Puff Puff Hoodie,Questionmark,None,None,Yes,Yellow Parrot,None,None,None,FeaPtEKabgFcMeT6etkTv5V7j33DTez9BKrgB1VHTecW,909
9,Artist,Green Gradient,Tiny Sac,Blue,None,Leopard,None,Rainbow Teeth,Long Wavy Leo,None,Pink Donut Leo Fur,Sac Shirt,None,None,None,None,None,None,None,None,G9panJzvoHv2XecH9HvUpVtg2z1rSLLSnLxcra9U5tcz,910
10,Artist,Light Solana Gradient,None,Sad,None,Light Blonde,None,Gentle Smile,Yellow Beanie Light Blonde Fur,None,Graffiti Spray Can Red Top Light Blonde Fur,Green Poloshirt,Abstract Canvas,None,None,Yes,None,None,None,None,T1bgj3EgN75CdCmGQuRQ7XeviQkVmbQdP5xXscy4qoe,911
14,Farmer,Violet,None,Awake Black,Big Solana Glasses,Light Brown,Pothat,Rolled Joint,Long Wavy Light Brown,None,Farmer Scissors Light Brown Fur,Green Poloshirt,Questionmark,Golden Earring,None,Yes,Yellow Parrot,None,None,None,7VSq4PvNEXWv9ifTZwNcU6WPSK7hFgYA7sDzVfNsY5RM,912
8,Farmer,Hippie 3,None,Angry,None,Choc Brown,Pothat,Angry Mouth,Long Wavy Chocbrown,None,None,Lila Hippie Top,None,None,None,None,None,None,None,None,Ffv2ufwgT3ktR37rQ1z4W9VhN1obk1ruXeyNozhyNyGa,913
